,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
28842,22258450,gorgeous queen luxury bedroom near j subway,5680111,timothy,1,bushwick,40.68608,-73.91534,1,72,5,23,1.21,7,112
28843,22258880,midtown apt perfect new years stay,121713773,salma,2,midtown,40.74788,-73.98376,1,150,2,2,0.11,1,0
28844,22259132,elegant 2 bedroom cobble hill apartment,162456824,marie,1,cobble hill,40.68675,-73.9995,0,145,1,67,3.63,2,146
28845,22259472,bright spacious apartment prime brooklyn,49019705,pamela,1,bushwick,40.70383,-73.92663,0,200,1,0,0.0,1,0
28846,22259480,bedstuy brooklyn private bedroom,78895626,kamerin,1,bedford-stuyvesant,40.68444,-73.91874,1,35,4,0,0.0,1,0
28847,22260331,holiday sublet beautiful bed stuy,26898137,andrew,1,bedford-stuyvesant,40.68029,-73.94482,1,48,7,1,0.05,1,0
28848,22260546,huge room prime bushwick,150837630,dan,1,bushwick,40.69967,-73.9299,1,50,3,16,0.85,1,0
28849,22260561,quarto bronx ny,136455880,alvina da silva,0,fordham,40.86674,-73.89284,1,30,2,2,0.11,2,90
28851,22261208,spacious sunny 2bdr apt queens w balcony,405986,sylvain,3,rego park,40.73269,-73.8584,0,81,4,6,0.32,1,6
28852,22262408,cozy east village studio,108774275,megan,2,east village,40.72712,-73.98233,0,115,2,14,1.21,1,3
28854,22262595,fidi beautiful spacious private room bathroom,48296060,luis,2,financial district,40.71086,-74.00464,1,128,3,4,0.36,1,0
28855,22262982,cozy place next times square,21577034,anda,2,hell's kitchen,40.7638,-73.9944,1,65,1,28,1.51,2,107
28856,22263236,master suite prospect heights,65062170,henry,1,prospect heights,40.6776,-73.96638,1,80,3,1,0.05,1,0
28857,22263267,cozy apartment central park north,161514654,hafou,2,east harlem,40.79598,-73.94838,0,135,2,56,3.11,1,66
28859,22263904,luxury condo king bed 4k tv,46842591,panos,2,financial district,40.70333,-74.00959,0,240,10,10,0.54,2,216
28860,22264539,loftstyle room bushwick ljmz train line,104035649,brittnee,1,bushwick,40.70185,-73.93119,1,50,2,0,0.0,1,0
28861,22264586,williamsburg lofted bedroom,50909072,timothy,1,williamsburg,40.71291,-73.95959,1,100,3,3,0.16,1,0
28863,22265621,spacious private room east river,62792050,joanna,2,east harlem,40.78714,-73.94114,1,65,2,6,0.37,1,0
28865,22265878,quiet newly renovated 2 bedroom great location,19119771,marco,2,harlem,40.82025,-73.95206,0,180,3,5,0.26,1,0
28866,22266183,home away home upper manhattan,6866356,andrew,2,washington heights,40.85521,-73.93528,1,50,4,21,1.15,1,34
28867,22266234,huge 3 bedroom manhattan,91167002,alyson,2,hell's kitchen,40.76405,-73.98877,0,329,7,1,0.06,3,89
28869,22266538,huge bedroom private entrance yard access,36283215,bobby,1,williamsburg,40.71227,-73.93683,1,54,2,4,0.22,1,0
28870,22266609,bronx home rooftop laundry,29412145,samantha,0,port morris,40.80726,-73.92999,1,50,2,4,0.21,1,0
28872,22267036,bright beautiful modern large secure,138607228,edward,1,bushwick,40.69367,-73.90756,0,150,2,41,2.78,3,0
28873,22267217,city living home town feel,105061915,darlene,2,east harlem,40.80279,-73.9445,1,43,1,13,0.72,2,6
28874,22267382,modern cozy large studio brooklyn,1910170,katarina,1,fort greene,40.68855,-73.97883,0,145,5,6,0.32,1,0
28875,22267590,spacious 1 bdr brooklyn heights near trains,4915579,elisabeth,1,brooklyn heights,40.69491,-73.99355,0,160,3,0,0.0,1,0
28876,22267769,cosy room cool williamsburg apt,72593389,jeremy,1,williamsburg,40.71353,-73.96216,1,60,2,1,0.05,1,0
28877,22267906,located 15 minutes away time square,24875845,devito,2,harlem,40.82592,-73.93911,1,85,2,15,0.82,1,75
28880,22268506,cozy stay,42427554,donny,1,bushwick,40.69728,-73.91387,1,40,5,0,0.0,1,0
28882,22270195,lic private 1 bdrm 10 mins away manhattan nyc,162745077,dorothy,3,long island city,40.75447,-73.92887,1,150,2,17,0.92,2,72
28884,22274388,large bedroomliving roombathroom backyard,77751221,mathew,1,crown heights,40.67423,-73.92913,1,90,3,16,0.87,1,0
28886,22274932,bushwick street art,6924461,dorota,3,ridgewood,40.71261,-73.91429,1,80,2,39,2.08,1,68
28888,22275716,cozy studio patio next central park,23939793,tamar,2,upper west side,40.77428,-73.97893,0,60,3,11,0.59,1,0
28889,22275821,known,49662398,kathleen,1,bushwick,40.69546,-73.92741,0,110,4,5,0.27,1,0
28890,22276159,affordable private room home nyc,12258594,rosa,4,st. george,40.64497,-74.08456,1,75,2,10,0.53,2,207
28891,22276602,loft brooklyn,128560208,catiana,1,williamsburg,40.70429,-73.936,1,150,5,3,0.32,1,179
28892,22277233,sunny dreamy bedstuy room,105018962,karly,1,bedford-stuyvesant,40.68379,-73.92932,1,45,3,1,0.05,2,0
28893,22277333,spacious 1 br apartment authentic brooklyn,25769776,katie,1,prospect-lefferts gardens,40.65616,-73.95676,0,64,2,4,0.21,1,0
28896,22278389,private room w balcony williamsburg rooftop,18616281,lee,1,williamsburg,40.71453,-73.96038,1,100,1,10,0.53,1,0
28897,22278680,cozy room roosevelt island,68945394,cr,2,roosevelt island,40.76176,-73.94999,2,30,4,1,0.06,1,0
28898,22278896,affordable piedaterre near south brooklyn ferry,31069102,cj,1,red hook,40.67989,-74.00818,0,110,5,28,1.53,1,0
28899,22278941,book vintage,116236385,ri.,2,upper east side,40.78068,-73.94963,1,200,2,43,2.33,1,8
28900,22279040,private room rm2 5 mins columbia,21410914,eugene,2,morningside heights,40.81245,-73.95813,1,200,3,30,1.84,6,1
28901,22279575,comfort convenience elegance near prospect park,96379938,alexander,1,east flatbush,40.65381,-73.94819,1,30,2,48,2.58,2,0
28902,22279816,perfect january sublet,41930087,storm,2,washington heights,40.84826,-73.94131,1,65,1,6,0.33,1,0
28903,22280002,stuyvesant heights loft like apartment,67373899,will,1,bedford-stuyvesant,40.68206,-73.94417,0,100,1,25,1.35,1,108
28904,22280395,chinatown superhost quarters,4189538,kevin,2,two bridges,40.71107,-73.99605,0,109,3,27,1.46,1,0
28905,22280432,private room fort greene,2838365,jonnie,1,fort greene,40.68528,-73.96947,1,71,1,0,0.0,1,0
28906,22280482,huge private bedroom artists home bushwick,43756609,karina,1,bushwick,40.68847,-73.913,1,70,1,3,0.16,2,0
28907,22280822,nice room soho little italy chinatown meet,7475578,matt,2,little italy,40.71909,-73.99731,1,70,5,3,0.17,2,42
28908,22281684,modern uptown stay,32153139,michelle,2,harlem,40.81318,-73.94508,1,85,3,0,0.0,2,0
28909,22281732,private room rm4 5 mins columbia,21410914,eugene,2,morningside heights,40.8112,-73.95967,1,100,3,42,2.43,6,0
28910,22281854,2 queen beds private bedroom safe neighborhood,80601038,shelley,3,forest hills,40.72761,-73.84109,1,83,1,25,1.35,2,361
28911,22281888,fountain house,162836752,omowumi,1,east new york,40.67077,-73.87564,0,169,2,23,1.36,1,196
28912,22281921,room close mall,34954588,andres,3,elmhurst,40.74059,-73.86866,1,50,2,2,0.11,1,365
28913,22282419,real new york experience,80824522,nat,1,bushwick,40.70208,-73.93259,1,55,1,19,1.03,2,74
28914,22282513,private room greene,112901574,nate,1,bedford-stuyvesant,40.69049,-73.93262,1,65,2,23,1.25,4,319
28915,22282585,new private studioapartment,107296819,alexandra,2,east harlem,40.79576,-73.93735,0,110,1,69,3.64,3,9
28916,22283652,simple stay heart chelsea meatpacking,24478039,harutoshi,2,chelsea,40.74247,-74.00234,0,285,3,1,0.05,1,0
28917,22284181,real 1 br musical gem times sqmidtown west,6447195,aurora,2,hell's kitchen,40.76284,-73.99034,0,180,3,33,1.79,2,0
28918,22288453,private cozy harlemwashington heights room,126397762,xavier,2,harlem,40.83034,-73.94017,1,69,1,55,2.91,3,0
28921,22290370,modern hipster loft,11680404,corina,1,williamsburg,40.71304,-73.96252,0,140,5,0,0.0,1,0
28922,22290580,holiday getaway heart east village,162914079,abhi,2,east village,40.72923,-73.98251,1,99,1,1,0.05,1,0
28923,22290967,room 102,75216989,wenqin,3,flushing,40.76475,-73.83,1,79,2,14,1.71,4,320
28924,22291736,perfect location clean spacious,37172480,ken,2,hell's kitchen,40.76565,-73.98708,0,225,1,41,2.2,1,11
28925,22291811,charming flat williamsburg view,162923870,etienne,1,williamsburg,40.71967,-73.9643,0,149,9,13,0.86,1,29
28926,22291938,modern private williamsburg bedroom,83170219,hannah,1,williamsburg,40.7052,-73.94397,1,60,2,1,0.06,1,0
28927,22292535,sderlge spacious queen bedroom williamsburg,13262918,glenn,1,williamsburg,40.71153,-73.95743,1,85,1,13,0.73,3,11
28929,22292865,bedstuy bk pad short long term stays events,132130978,mrs.,1,bedford-stuyvesant,40.68644,-73.93967,0,150,1,50,2.96,1,335
28930,22293021,huge beautiful room nice apartment,137136024,hector,3,maspeth,40.72575,-73.89456,1,75,1,4,0.22,1,0
28931,22293394,hippie 1 bedroom chinatown,48086015,amira,2,chinatown,40.71532,-73.99903,0,150,7,2,0.11,1,0
28932,22293539,room sublet lovely ridgewood,15788530,diana,3,ridgewood,40.70188,-73.90429,1,60,7,2,0.11,2,0
28933,22294028,spaced beautiful manhattan close subway,12531773,renata,2,harlem,40.82258,-73.95368,1,80,4,68,3.65,2,102
28934,22294102,chic cozy gramercy apartment,9893943,nicole,2,gramercy,40.73445,-73.98423,0,220,3,12,0.81,1,0
28935,22294260,great 2bedroom harlem,122919892,john,2,harlem,40.82392,-73.94537,0,129,5,0,0.0,1,0
28939,22294649,cozy bedroombath 2 historic park slope nyc,6997016,christine,1,park slope,40.6718,-73.98251,1,190,2,57,3.08,1,354
28940,22295038,home away homeclose trains jfk,58237901,nicola,1,brownsville,40.66116,-73.90305,0,100,4,29,1.57,1,281
28941,22295587,two floor penthouse apartment private terrace,152629314,rahul,2,east village,40.72454,-73.97573,1,80,3,2,0.11,1,0
28942,22295591,huge luxury brooklyn apartment,70079814,natia,1,sheepshead bay,40.60583,-73.95165,0,200,3,4,0.26,1,0
28948,22300341,spacious comfortable williamsburg 1 bedroom apt,4238402,will,1,williamsburg,40.71558,-73.94801,0,117,2,1,0.05,1,0
28949,22301670,charming one bedroom cobble hill,162456824,marie,1,cobble hill,40.68696,-73.99955,0,125,1,68,3.65,2,142
28950,22302452,high ceilings great light,1371055,bonny,1,prospect heights,40.67764,-73.96632,1,70,5,18,0.98,1,8
28951,22302587,charming room perfect spend summer,8358654,daniela,1,williamsburg,40.71796,-73.95522,1,75,2,0,0.0,1,0
28953,22303234,bright spacious room williamsburg,4421803,jen,1,williamsburg,40.71092,-73.94765,1,60,4,0,0.0,1,0
28954,22303856,large 1bedroom chelsea unfurnished,4364889,simone,2,chelsea,40.74696,-73.99556,0,152,1,4,0.21,1,0
28955,22303888,convenient east west private basement,310296,jaqui and mark,1,prospect-lefferts gardens,40.66255,-73.94676,0,65,1,57,3.07,2,53
28957,22303992,private master bedroom harlem,49404324,brandon,2,morningside heights,40.80751,-73.95745,1,70,2,0,0.0,1,0
28958,22304458,loft wprivate rooftop spectacular nyc views,2435822,alice,1,williamsburg,40.70781,-73.94479,0,225,2,57,3.08,1,59
28960,22304663,charming house manhattan views,163047898,erika,3,long island city,40.74801,-73.95032,0,160,2,2,0.11,1,0
28961,22304757,unique soho oasis,134031945,chloé,2,soho,40.72516,-74.00242,0,200,3,0,0.0,1,0
28962,22305350,bright clean private room good neighborhood,335016,theresa,1,bushwick,40.70398,-73.92403,1,29,2,7,0.38,1,0
28963,22305797,cozy bedroom share apartmet,65339610,carlos,0,norwood,40.87504,-73.88476,1,200,3,0,0.0,1,83
28964,22305896,charming garden apartment brooklyn brownstone,530553,jacob,1,bedford-stuyvesant,40.68156,-73.92036,0,149,2,70,4.48,1,309
28965,22305946,spacious room cosy bedstuy palace,79704239,alice,1,bedford-stuyvesant,40.68891,-73.9548,1,45,5,0,0.0,2,0
28966,22306163,lovely quiet room bushwick brooklyn,4162008,isaac and izzy,1,bushwick,40.69914,-73.93394,1,45,1,1,0.05,2,0
28967,22306300,stylish spacious 1 bd centrally located midtown,10730227,juliana,2,hell's kitchen,40.75547,-73.99513,0,162,3,9,0.49,1,0
28968,22306777,spacious luminous furnished bushwick room,19561602,bartolomeo,1,bushwick,40.69613,-73.93264,0,50,5,2,0.11,1,0
28970,22306969,cozy 1br woodside 20min midtownbus lga,3161518,brian & akiko,3,east elmhurst,40.75689,-73.89763,0,110,1,3,0.16,1,0
28971,22307078,cozy studio gramercy,36163515,margaret,2,gramercy,40.73419,-73.98132,0,90,2,3,0.17,1,0
28972,22307248,cool calm 3 bed apartment beautiful bedstuy,18146050,joseph,1,bedford-stuyvesant,40.68029,-73.94693,0,38,4,5,0.27,1,0
28973,22307800,cozy one bedroom apt brooklyn close beaches,163077876,diego,1,gravesend,40.58486,-73.99004,0,59,2,42,2.33,1,35
28974,22307861,lovely 1br harlem apartment,16004068,rachel,2,harlem,40.80379,-73.95257,0,105,3,4,0.21,1,0
28975,22308102,cozy triplex ues 2 balconies near bloomies,109270724,juno,2,upper east side,40.76327,-73.96197,0,210,1,1,0.05,1,0
28976,22308180,sunny manhattan studio,2424166,mikhael,2,upper east side,40.77627,-73.95124,0,150,3,0,0.0,1,0
28977,22308705,private roomy convenient williamsburg hotspot,23165019,alex,1,williamsburg,40.70689,-73.9506,1,250,1,8,0.43,1,0
28978,22308824,clean comfy home,56704653,jesus,2,east harlem,40.7976,-73.93388,0,170,2,0,0.0,1,0
28979,22309027,brownstone garden apartment,6154298,nick,1,clinton hill,40.68585,-73.96461,0,115,2,0,0.0,1,0
28980,22309304,upper class upper east,75872359,meryl,2,upper east side,40.77835,-73.94756,0,150,2,1,0.05,1,0
28981,22309568,home,162546695,alexander,3,rego park,40.72946,-73.86277,1,100,1,0,0.0,1,83
28982,22309616,cool cozy living room confortable couch,160159744,julio,2,east village,40.72299,-73.97809,2,42,2,37,3.02,1,1
28984,22309725,astoria clean private room,135446962,g,3,astoria,40.76797,-73.92807,1,50,3,0,0.0,1,0
28985,22309732,1 bedroom near wall street,6933112,josie,2,financial district,40.70711,-74.01526,1,130,1,0,0.0,2,0
28986,22309866,cozy apartment close subway good restaurants,72410854,nikolina,3,astoria,40.75824,-73.92822,0,100,4,0,0.0,1,0
28987,22309943,private room brooklyn 3 blocks subway,163087464,david,1,bedford-stuyvesant,40.69131,-73.95666,1,59,4,53,2.88,1,39
28988,22310190,cozyquite park around block bars shops,163103487,raquel,2,east village,40.72515,-73.98422,0,199,7,13,0.82,1,349
28991,22316496,cozy private room heart nolita soho,8726000,larasati,2,nolita,40.72347,-73.99302,1,70,2,2,0.11,1,0
28992,22318150,large loft apartment private terrace rooftop,34403474,kwame,1,crown heights,40.67546,-73.93171,0,90,2,15,0.84,1,0
28994,22321208,elegant apartment holidays east village,65390606,carol,2,east village,40.72677,-73.98267,0,150,5,1,0.05,1,0
28995,22321252,private bedroom doorman building nyc,138347327,ariel,2,hell's kitchen,40.76684,-73.98539,1,87,1,2,0.13,1,0
28996,22321322,spacious comfy apt heart nyc,964882,pedro,2,kips bay,40.74435,-73.98097,0,140,4,1,0.05,1,0
28997,22321708,quiet spacious bedroom astoria park,20780421,manca,3,ditmars steinway,40.77626,-73.92462,1,49,7,10,0.55,1,0
28998,22321716,entire apart close airport 15 min manhattan,163189326,pema,3,jackson heights,40.75439,-73.89532,0,105,1,64,3.6,1,314
28999,22321796,brooklyn cute cornerunit modern apartment,68822704,stefanie,1,bedford-stuyvesant,40.68345,-73.95078,0,60,4,1,0.05,1,0
29000,22322311,cute cozy one bedroom optional futon bed,65292898,callie,2,east harlem,40.79733,-73.93695,1,75,2,0,0.0,1,0
29001,22322326,cozy room next timessquare,21577034,anda,2,hell's kitchen,40.76384,-73.99309,1,65,1,4,0.94,2,153
29002,22322524,alcove studio heart williamsburg,103259676,flávio,1,williamsburg,40.72021,-73.95695,0,150,4,14,0.77,1,0
29003,22323325,cozy onebedroom heart williamsburg,30466311,alexandra,1,williamsburg,40.71787,-73.9587,0,125,3,17,1.1,1,14
29005,22324649,stylish apartment stunning roof,33714151,rory,1,bushwick,40.69348,-73.92497,1,100,2,0,0.0,1,89
29006,22324705,spacious 1 bedroom heart union square,163210909,mona,2,gramercy,40.73509,-73.98637,0,249,3,8,0.48,1,175
29007,22325054,uws 2bed duplex near central park,1227833,fran,2,upper west side,40.78012,-73.97874,0,250,2,0,0.0,1,0
29009,22325453,1 br close central park,153660271,gina,2,harlem,40.8041,-73.95252,1,150,1,28,1.49,1,68
29010,22325617,charming room brooklyn,52109239,joanne,1,bedford-stuyvesant,40.68195,-73.92113,1,40,3,0,0.0,1,0
29011,22326826,prime williamsburg 1br steps l train,74155984,kathleen,1,williamsburg,40.71214,-73.94204,0,170,2,1,0.05,1,0
29012,22327260,incredible tribeca loft natural light spacious,11243357,sohel,2,tribeca,40.72345,-74.01001,0,299,4,3,0.16,1,0
29013,22327622,teranga hospitality brooklyn,25188010,liz,1,bedford-stuyvesant,40.68556,-73.95417,1,55,3,15,0.81,1,66
29014,22327744,sunny room queens couple,79298323,crispy,3,maspeth,40.73449,-73.89227,1,45,5,12,0.99,3,320
29015,22328089,beautiful bedroomsubway close,156259857,joao,1,bushwick,40.68116,-73.90502,1,49,1,26,1.41,3,115
29017,22328208,gorgeous room heart harlem,29346825,shemel,2,harlem,40.81688,-73.94132,1,34,1,1,0.05,1,0
29018,22328478,sunny cozy view,31369576,sivan,1,prospect-lefferts gardens,40.66057,-73.94373,0,129,2,3,0.16,1,0
29019,22328585,home sweet harlem,154494056,scarlet,2,harlem,40.81991,-73.95248,1,75,1,4,0.22,1,0
29020,22328689,private room greenpointhosting females only,12788163,lina,1,greenpoint,40.72264,-73.9437,1,95,3,2,0.11,1,23
29021,22329791,time square super clean safe 2bedroom,145844983,eric,2,hell's kitchen,40.76258,-73.9887,0,180,4,48,2.58,1,61
29022,22330756,cosy private bedroom williamsburg,54658419,pierre,1,williamsburg,40.71127,-73.95898,1,100,3,10,0.55,2,0
29023,22331268,charming west village apartment,4457329,mia,2,west village,40.7375,-74.00493,0,220,2,0,0.0,1,0
29024,22335475,millions view luxury apartment manhattan,31660984,echo,2,chelsea,40.75271,-73.99573,0,205,3,0,0.0,1,0
29025,22336218,greenpoint sun garden,108150300,cassi,1,greenpoint,40.7257,-73.95553,1,100,1,5,0.27,2,163
29026,22336299,boho chic one bedroom cobble hill brookyn,134948140,tina,1,cobble hill,40.68669,-73.99909,0,112,1,62,3.33,1,151
29027,22336423,double u,40371157,jimmy,0,longwood,40.82441,-73.90361,1,125,1,25,1.34,2,0
29029,22337162,comfortable clean room,861330,joseph,1,williamsburg,40.70232,-73.94587,1,40,10,0,0.0,3,0
29030,22337421,cozy sunny private room bedstuy brooklyn,5891676,miao,1,bedford-stuyvesant,40.69157,-73.95522,1,65,2,40,2.2,1,0
29031,22337426,quaint nyc one bedroom,57818788,morgan,2,east harlem,40.81038,-73.93809,0,100,3,3,0.16,1,0
29032,22338292,cute small one bedroom queens woodside,5795423,alexandre,3,sunnyside,40.74632,-73.91299,0,80,1,3,0.21,1,1
29033,22338296,two bedroom ues apartment great amenities,16026189,rob,2,upper east side,40.77604,-73.951,0,200,2,8,0.5,2,3
29035,22338452,comfortable east village 1 bedroom,4122771,kara,2,east village,40.72813,-73.98132,0,175,2,0,0.0,1,0
29036,22338613,quiet comfortable true one bedroom near columbia,52593822,hannah,2,harlem,40.83034,-73.94787,0,115,1,0,0.0,1,0
29037,22338850,budget private room wbackyard,154258141,elsie,1,bushwick,40.68731,-73.91669,1,45,3,10,0.9,10,322
29038,22338901,serene studio best street hells kitchen,58253835,jake,2,hell's kitchen,40.75895,-73.99502,0,70,7,0,0.0,1,0
29039,22339165,semi private room great apartment,922478,brad,1,clinton hill,40.68232,-73.96043,2,50,4,15,0.81,2,0
29040,22339218,lp amazing private room brooklyn,154258141,elsie,1,bushwick,40.68683,-73.91692,1,60,2,41,2.46,10,362
29041,22339259,cozy affordable room close express station,64018594,daphne,2,harlem,40.80966,-73.95299,1,90,1,1,0.05,2,0
29042,22339264,private sunny bushwick apartment,4534686,maxwell,1,bushwick,40.69854,-73.9235,0,110,5,3,0.17,1,0
29043,22339390,easin artist row,162436632,kaj,2,east village,40.7226,-73.97591,1,65,7,9,0.71,1,144
29045,22339430,ep beautiful private room 20 min manhattan,154258141,elsie,1,bushwick,40.68804,-73.91493,1,75,2,46,2.65,10,360
